Date,Solar Power (kW),Wind Power (kW),Solar Irradiance (W/m²),Wind Speed (m/s),Cloud Cover (%),Temperature (°C),Maintenance Downtime (hrs)
2023-01-01 00:00:00,793.6895866223269,348.23585266915904,288.0363426424074,9.512175761390012,71.64653773959645,14.48766255177348,0
2023-01-01 01:00:00,773.1266005353687,409.6153135511744,373.90606130497423,13.174542911690619,60.81192350030689,18.306788435872836,0
2023-01-01 02:00:00,777.708934135175,283.60357614074474,225.88016065021156,4.047567871219377,60.05983239467578,23.656239049975827,2
2023-01-01 03:00:00,883.5193489007182,403.9455912180543,262.4327265198315,7.5977844094211475,12.411152749485666,27.87234544848937,0
2023-01-01 04:00:00,764.586956052444,425.96742436279203,376.0045870495551,8.824561196287,61.82837802954484,21.461256875580894,1
2023-01-01 05:00:00,729.8642874219606,333.9741049402257,306.5559662337573,6.767799693521432,90.18630111233658,17.452406927796456,0
2023-01-01 06:00:00,930.0423461207681,335.2964001108333,344.24212914005795,9.699043973988248,8.581647067043342,15.851097210450593,0
2023-01-01 07:00:00,878.0246464970276,352.6669183215214,402.5623471634732,6.266534658679374,33.91712990707874,19.990127520745297,0
2023-01-01 08:00:00,685.7074509589593,348.51768823293094,265.3097791049089,8.307695320433282,50.90142914470724,19.80864315936444,0
2023-01-01 09:00:00,801.7731459137956,384.70280645353955,295.0342831103984,6.955856191003281,68.6009494831487,9.208190138976786,0
2023-01-01 10:00:00,696.847558195482,360.6780343608641,286.3786549534564,10.438862165909544,8.963492955625119,11.518390783058884,0
2023-01-01 11:00:00,654.5621995308924,362.71191717980696,202.27034977583622,6.647270993928789,87.28061932888443,8.580642316856974,0
2023-01-01 12:00:00,766.4363070627041,356.28614232368625,284.4801598122015,7.296252407426969,4.054562040815146,20.07344997174402,0
2023-01-01 13:00:00,580.6985302187369,358.5297459992066,344.0531093690333,9.89137807499431,85.76896668072426,25.261745931289063,0
2023-01-01 14:00:00,591.0229552940027,,327.02947709061203,5.943922681814273,2.7651755865255145,24.5569412895718,0
2023-01-01 15:00:00,709.248326310603,387.6347884571827,330.9541584694005,8.137500113527144,15.352330432735572,13.60217775661878,0
2023-01-01 16:00:00,639.3291634505701,326.05857926559565,281.224550968025,4.354931312626796,80.03238271536735,15.415854048318305,0
2023-01-01 17:00:00,765.0223023593862,341.0636813488721,267.1951381997179,5.8241330827418505,86.01644372037784,13.490229498615935,0
2023-01-01 18:00:00,690.9289842453444,341.3629332498716,363.462783594931,8.764262551781608,98.22658292862256,20.444791387422068,1
2023-01-01 19:00:00,596.3367012075291,374.4160043140652,275.13414268211653,6.0186049809275355,11.571482834367519,24.625977850643338,0
2023-01-01 20:00:00,903.9169278619858,380.3487492754855,314.7041019396607,6.910854136352417,52.645111609063164,25.687627058123198,0
2023-01-01 21:00:00,731.5057369682849,357.44876294802964,308.16673403387693,8.986172804095876,7.715582653969055,16.601561504381827,1
2023-01-01 22:00:00,793.2957458752203,344.59143396023734,373.08585081285594,6.84162771770614,15.64076259638496,20.551742275906346,0
2023-01-01 23:00:00,631.8104903204633,418.78727221270276,348.57061788361796,9.645684146432716,17.449385790636327,16.279096867692765,2
2023-01-02 00:00:00,663.1802620308038,330.20994168596343,235.23706896664396,8.431325574972128,6.338825145908544,20.115240645096012,0
2023-01-02 01:00:00,731.4034298016106,386.7461245469193,240.622341661248,8.871366223849005,89.29798059283371,16.82847289420979,0
2023-01-02 02:00:00,649.373387709498,367.9647093485026,328.9454909034567,10.481931197477063,12.635551801435984,17.201718613850407,0
2023-01-02 03:00:00,785.9613606500881,419.6426081224963,296.78311763104165,8.639646125228131,62.934084301232375,13.389042313988625,0
2023-01-02 04:00:00,678.5568364092754,392.5841582370128,277.2414108023118,11.077694580938688,62.57470645631413,4.968940635570966,0
2023-01-02 05:00:00,746.2213221205341,415.9404117726235,350.78139419972354,9.822524566075646,19.86452053662122,18.090618052880824,0
2023-01-02 06:00:00,694.5158233292831,326.59494151714284,309.37296910444553,6.9530951403310866,99.84112612357812,21.693830956354045,0
2023-01-02 07:00:00,936.5392531231298,348.3109115983632,302.6228693444722,10.586296150042543,34.73677731958863,21.020234943471305,0
2023-01-02 08:00:00,768.1459935450828,358.1533472696914,338.9914320377525,8.52773204180589,90.50943709633947,12.51630271327248,0
2023-01-02 09:00:00,634.8511822308209,359.8907201328608,281.2445502528218,7.210640582678993,94.82847322537451,8.718231847463416,2
2023-01-02 10:00:00,871.4674658471326,350.14957401359106,378.4259492736277,,94.89888142996963,19.601188940500606,0
2023-01-02 11:00:00,608.2144444220726,404.8995698437201,260.5976188383496,10.224653648780526,75.28375876017228,14.202022787121834,0
2023-01-02 12:00:00,787.3095861590277,362.70610541819735,332.8464533171044,8.910090188484444,25.3805005311983,17.748158950505587,0
2023-01-02 13:00:00,589.8788085785186,333.9085523656956,371.69164193299224,11.644785665102795,12.0655351810258,14.154903308392708,0
2023-01-02 14:00:00,582.7490078783544,398.2187811014323,231.135225536395,,56.988497715422184,12.220046699971036,0
2023-01-02 15:00:00,761.1027441906011,343.89089946129434,282.83324120737757,9.046320066804325,36.003913109701045,25.852277670201858,1
2023-01-02 16:00:00,852.40184282168,328.5345274625471,357.1103696442779,5.947863834517685,83.10390118192245,22.299557061083732,1
2023-01-02 17:00:00,796.0679418122727,402.9030963936441,357.86222738655124,7.640534971979759,74.49900526167515,19.875783390931865,0
2023-01-02 18:00:00,734.1477817514699,414.5214450863155,291.42521998058805,8.143328279501702,27.64682961734116,24.442970503959536,0
2023-01-02 19:00:00,701.5228530991496,356.5716375392364,263.26644531615705,9.393263002435495,1.7015233689728793,20.087397268957517,0
2023-01-02 20:00:00,626.0461965215263,389.9840703120649,347.7967911165381,9.274666082544385,23.731575895091193,18.107685362846176,0
2023-01-02 21:00:00,707.6043067250693,346.7263840593522,359.1774551290802,,56.71155842422665,28.28998458963838,0
